總損益,總交易次數,平均損益,勝率,獲利因子,賺賠比,最大資金回落,夏普比率,是否超額交易,
200552.18999999992,1622,123.64499999999995,0.6467324290998767,2.4458553105025977,1.336010574754994,38720.47000000003,0.37976320659108215
